claim.ind0,claim.ind1,ni.genderF,ni.genderM,ni.marital.status0,ni.marital.status1,sales.channelBroker,sales.channelOnline,sales.channelPhone,coverage.typeA,coverage.typeB,coverage.typeC,city.catArizona,city.catcolorado,city.catIowa,city.catpenni,city.catVirginia,city.catWashington,premium,n.children.cat,n.adults.cat,tenure.con,ni.age.con,len.at.res.con,credit.con,year.con,cancel
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2.25708057,-0.895968736,2.429190251,-1.503384802,-1.415422981,-1.684483997,-0.593682601,-1.573329341,1
1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.289427292,2.109347484,-0.095268975,1.540984666,0.482520837,0.001238426,0.721116802,-1.573329341,1
1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.331805719,-0.895968736,-0.095268975,0.357063206,0.957006792,1.125053374,-1.908482004,-1.573329341,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.73391937,1.50828424,-0.936755384,0.69532648,0.957006792,1.406007111,0.721116802,-1.573329341,0
1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-1.007275911,-0.895968736,2.429190251,-0.150331705,-0.466451072,-0.841622786,0.721116802,-1.573329341,0
1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.406404928,-0.294905492,0.746217434,-0.150331705,0.008034882,1.967914585,-0.593682601,-1.573329341,0
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.176252622,-0.895968736,-0.936755384,-0.319463343,0.957006792,0.001238426,-0.593682601,-1.573329341,0
0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.987173961,-0.895968736,-0.936755384,0.864458117,-0.466451072,0.5631459,-0.593682601,-1.573329341,0
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1.134458356,-0.895968736,-0.936755384,1.033589754,0.008034882,-0.841622786,-0.593682601,-1.573329341,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.425410038,-0.294905492,-0.936755384,-0.150331705,-0.466451072,1.125053374,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.705999873,0.907220996,-0.936755384,1.033589754,0.008034882,-0.279715311,-1.908482004,-1.573329341,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1.44000218,2.109347484,-0.936755384,-0.48859498,1.431492746,-0.279715311,-0.593682601,-1.573329341,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.951483361,-0.895968736,-0.095268975,-0.48859498,-0.466451072,-0.279715311,-0.593682601,-1.573329341,0
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1.440363161,0.306157752,0.746217434,0.187931569,0.482520837,0.001238426,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.120401742,-0.895968736,-0.095268975,0.187931569,1.431492746,-1.40353026,0.721116802,-1.573329341,0
1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.66786415,-0.895968736,-0.095268975,0.187931569,0.482520837,0.001238426,0.721116802,-1.573329341,0
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.63195568,-0.895968736,-0.936755384,1.033589754,0.957006792,1.125053374,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2.815672402,0.907220996,-0.936755384,-0.995989891,-0.466451072,0.001238426,0.721116802,-1.573329341,0
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.796880095,0.306157752,-0.936755384,1.033589754,1.431492746,0.5631459,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.381025858,0.907220996,-0.095268975,0.864458117,0.008034882,-0.560669049,0.721116802,-1.573329341,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1.371226229,0.907220996,-0.095268975,-1.503384802,-0.940937027,0.844099637,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1.193435327,2.109347484,-0.095268975,0.357063206,1.431492746,0.282192163,0.721116802,-1.573329341,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.819155588,0.306157752,-0.095268975,-1.334253165,-1.415422981,-1.40353026,-1.908482004,-1.573329341,0
1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.762420976,-0.294905492,-0.095268975,-1.672516439,-0.940937027,1.125053374,0.721116802,-1.573329341,0
1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-0.824058851,0.907220996,0.746217434,1.033589754,1.431492746,0.001238426,0.721116802,-1.573329341,0
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,-0.920656714,0.306157752,0.746217434,1.371853028,0.008034882,0.5631459,0.721116802,-1.573329341,0
0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-1.084929737,-0.895968736,-0.936755384,-0.48859498,1.431492746,0.5631459,-1.908482004,-1.573329341,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.049556962,-0.294905492,-0.936755384,-0.319463343,0.008034882,-1.40353026,-0.593682601,-1.573329341,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.36259607,0.306157752,1.587703842,0.357063206,0.482520837,1.686960848,0.721116802,-1.573329341,0
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,-0.420404383,-0.895968736,-0.936755384,-0.319463343,1.431492746,1.686960848,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.752513313,-0.895968736,-0.095268975,1.033589754,1.431492746,0.001238426,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.524873336,-0.294905492,-0.095268975,0.864458117,1.431492746,1.125053374,0.721116802,-1.573329341,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1.768184469,-0.294905492,0.746217434,0.187931569,0.008034882,0.001238426,0.721116802,-1.573329341,0
0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.688727225,-0.895968736,1.587703842,0.357063206,0.008034882,0.282192163,0.721116802,-1.573329341,0
1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1.050646759,0.306157752,0.746217434,1.710116303,0.482520837,0.5631459,-0.593682601,-1.573329341,0
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.258886835,-0.294905492,-0.936755384,-1.503384802,-0.940937027,1.125053374,0.721116802,-1.573329341,1
1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-1.707978544,2.109347484,-0.095268975,0.69532648,0.008034882,-0.279715311,0.721116802,-1.573329341,0
1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.291983774,-0.895968736,-0.936755384,-1.672516439,-0.940937027,0.001238426,0.721116802,-1.573329341,0
0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.02635247,-0.294905492,-0.095268975,-1.334253165,-1.889908936,0.844099637,0.721116802,-1.573329341,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.216062447,0.907220996,1.587703842,0.69532648,1.431492746,0.282192163,-0.593682601,-1.573329341,1
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1.755065481,2.109347484,-0.936755384,1.540984666,0.008034882,-0.841622786,-0.593682601,-1.573329341,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1.937458724,-0.895968736,0.746217434,1.033589754,-0.466451072,-1.122576523,-0.593682601,-1.573329341,0
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.438631912,0.907220996,-0.936755384,0.526194843,0.482520837,1.686960848,-0.593682601,-1.573329341,0
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.662033875,2.109347484,0.746217434,1.710116303,0.482520837,0.5631459,-0.593682601,-1.573329341,1
1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-0.710076825,1.50828424,-0.936755384,0.187931569,1.431492746,-0.560669049,-1.908482004,-1.573329341,0
1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.108180474,-0.895968736,0.746217434,0.526194843,0.008034882,-1.40353026,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1.614295747,0.306157752,-0.936755384,-0.319463343,0.008034882,1.686960848,-1.908482004,-0.858764869,0
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.068633915,-0.895968736,0.746217434,-0.995989891,-1.415422981,0.001238426,0.721116802,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1.356440057,2.109347484,-0.095268975,0.187931569,0.957006792,0.001238426,0.721116802,-0.858764869,1
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.541772658,-0.294905492,0.746217434,-0.995989891,-0.940937027,0.282192163,0.721116802,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.038352094,0.306157752,-0.936755384,-0.319463343,0.482520837,-0.560669049,0.721116802,-0.858764869,0
1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1.552118685,-0.895968736,-0.095268975,1.033589754,0.008034882,0.5631459,0.721116802,-0.858764869,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.923597503,-0.294905492,-0.936755384,0.187931569,0.008034882,1.125053374,0.721116802,-0.858764869,0
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1.322694004,-0.895968736,-0.095268975,-1.503384802,-0.466451072,0.844099637,-1.908482004,-0.858764869,1
0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-1.00302331,1.50828424,-0.095268975,1.710116303,0.008034882,-1.40353026,-0.593682601,-0.858764869,1
0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.35419052,-0.294905492,-0.095268975,0.187931569,0.008034882,-0.279715311,0.721116802,-0.858764869,1
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.516731778,0.306157752,-0.936755384,1.371853028,1.431492746,0.5631459,-0.593682601,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.262608394,0.907220996,-0.936755384,-0.995989891,-0.466451072,-1.122576523,-1.908482004,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,-1.053117617,-0.895968736,2.429190251,-0.826858254,-1.415422981,0.282192163,-1.908482004,-0.858764869,1
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.189842062,-0.294905492,-0.936755384,1.371853028,1.431492746,0.844099637,0.721116802,-0.858764869,0
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.175441493,1.50828424,-0.936755384,-1.503384802,-1.889908936,-0.560669049,0.721116802,-0.858764869,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.047435819,2.109347484,-0.936755384,-1.672516439,-1.415422981,-1.684483997,0.721116802,-0.858764869,0
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.534275721,2.109347484,0.746217434,-0.826858254,0.008034882,-1.684483997,0.721116802,-0.858764869,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.945052913,0.306157752,-0.936755384,0.187931569,0.008034882,-1.684483997,0.721116802,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.968951508,0.306157752,-0.095268975,0.187931569,1.431492746,-0.841622786,-0.593682601,-0.858764869,0
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,-0.551328951,0.907220996,0.746217434,1.202721391,1.905978701,-0.560669049,-0.593682601,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1.156754328,0.907220996,1.587703842,0.357063206,-0.466451072,0.001238426,0.721116802,-0.858764869,1
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.292035483,-0.294905492,-0.095268975,1.033589754,0.957006792,-0.279715311,-1.908482004,-0.858764869,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.013765299,-0.895968736,-0.095268975,-1.503384802,-0.940937027,-0.560669049,0.721116802,-0.858764869,1
1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.40525753,0.306157752,1.587703842,0.69532648,1.431492746,-1.122576523,-1.908482004,-0.858764869,0
1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.651288133,2.109347484,-0.936755384,0.526194843,0.482520837,-0.841622786,-0.593682601,-0.858764869,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1.86032801,0.306157752,-0.936755384,0.526194843,0.482520837,0.844099637,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.608812397,0.306157752,-0.936755384,0.018799932,1.905978701,1.686960848,0.721116802,-0.858764869,0
1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,-1.469278524,-0.895968736,0.746217434,0.357063206,-0.466451072,0.282192163,-0.593682601,-0.858764869,0
0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.22718172,-0.895968736,0.746217434,0.357063206,-0.466451072,-0.841622786,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.2916051,-0.895968736,-0.095268975,0.357063206,-0.466451072,-1.122576523,0.721116802,-0.858764869,1
0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.265726369,0.907220996,2.429190251,-1.334253165,-0.940937027,-1.122576523,0.721116802,-0.858764869,0
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-1.667969191,-0.895968736,-0.936755384,1.033589754,0.482520837,0.001238426,0.721116802,-0.858764869,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.07647085,0.306157752,-0.936755384,-0.319463343,0.482520837,1.406007111,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.903530023,0.306157752,1.587703842,-0.150331705,1.431492746,-0.841622786,0.721116802,-0.858764869,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.802097805,-0.895968736,0.746217434,0.018799932,-0.940937027,1.686960848,-0.593682601,-0.858764869,0
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1.07984943,-0.895968736,-0.936755384,-0.150331705,1.431492746,0.844099637,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-1.993611077,-0.294905492,-0.095268975,-0.48859498,-1.415422981,1.406007111,0.721116802,-0.858764869,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.49749986,-0.895968736,-0.936755384,1.033589754,-0.466451072,-0.841622786,0.721116802,-0.858764869,1
1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.288220694,-0.895968736,2.429190251,-1.503384802,-1.415422981,1.967914585,-0.593682601,-0.858764869,1
1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.695099211,-0.895968736,-0.936755384,-1.503384802,-0.940937027,1.125053374,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-1.447161818,2.109347484,-0.936755384,0.526194843,-0.466451072,-1.40353026,-1.908482004,-0.858764869,0
1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.158101693,0.306157752,2.429190251,0.864458117,1.905978701,0.844099637,-1.908482004,-0.858764869,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-1.192462059,0.907220996,-0.095268975,-0.150331705,0.482520837,-1.684483997,-0.593682601,-0.858764869,0
1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0.36604766,2.109347484,1.587703842,1.202721391,0.008034882,-0.560669049,0.721116802,-0.858764869,0
0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.291569601,-0.895968736,-0.936755384,0.018799932,0.008034882,-0.560669049,-0.593682601,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.446374484,2.109347484,1.587703842,-1.503384802,-0.466451072,-0.279715311,-0.593682601,-0.858764869,1
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.491285018,-0.895968736,0.746217434,0.526194843,1.431492746,1.686960848,-1.908482004,-0.858764869,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,-2.035512771,-0.895968736,-0.095268975,-1.165121528,-1.415422981,-1.40353026,-0.593682601,-0.858764869,1
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.583312683,-0.895968736,-0.936755384,0.018799932,0.482520837,0.282192163,-0.593682601,-0.858764869,1
1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.576849288,-0.895968736,0.746217434,-1.503384802,-1.415422981,0.282192163,-0.593682601,-0.858764869,0
0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.725284037,-0.895968736,2.429190251,-0.48859498,0.957006792,-0.560669049,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.394517272,-0.895968736,-0.095268975,0.864458117,0.482520837,1.125053374,0.721116802,-0.858764869,0
0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.084740184,0.306157752,2.429190251,0.018799932,0.957006792,0.282192163,-1.908482004,-0.858764869,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.953573361,-0.895968736,0.746217434,0.864458117,0.957006792,-1.40353026,-1.908482004,-0.858764869,1
1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.655810729,-0.294905492,0.746217434,-0.826858254,-1.415422981,1.686960848,-1.908482004,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.558827699,0.306157752,-0.936755384,1.033589754,1.431492746,0.282192163,0.721116802,-0.858764869,0
0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.577874182,-0.895968736,-0.095268975,1.202721391,1.431492746,0.001238426,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1.177633058,-0.895968736,1.587703842,0.187931569,0.008034882,0.001238426,0.721116802,-0.858764869,1
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,-0.212311752,-0.895968736,1.587703842,0.526194843,0.008034882,-0.279715311,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-1.649337449,-0.294905492,-0.936755384,0.526194843,-0.466451072,0.001238426,-1.908482004,-0.858764869,0
1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.37428659,-0.895968736,-0.936755384,-1.672516439,-1.415422981,0.5631459,-1.908482004,-0.858764869,1
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,-0.96396762,-0.895968736,2.429190251,-0.150331705,1.431492746,-0.560669049,0.721116802,-0.858764869,0
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1.534271828,0.306157752,-0.936755384,0.357063206,1.905978701,-0.560669049,-0.593682601,-0.858764869,1
0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.478947841,0.306157752,-0.936755384,-0.48859498,0.957006792,0.282192163,0.721116802,-0.858764869,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.50429146,-0.895968736,-0.095268975,-0.48859498,0.008034882,1.406007111,-0.593682601,-0.858764869,1
0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.28944913,-0.294905492,0.746217434,0.864458117,0.957006792,1.125053374,0.721116802,-0.858764869,0
0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,-1.837755242,-0.895968736,0.746217434,0.69532648,-0.466451072,-0.841622786,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.660608173,-0.294905492,-0.936755384,1.710116303,1.431492746,0.844099637,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,-0.171454698,0.306157752,1.587703842,0.864458117,-0.466451072,-0.841622786,0.721116802,-0.858764869,1
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-1.353670616,-0.895968736,-0.936755384,0.357063206,1.431492746,-1.122576523,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.415496105,2.109347484,-0.936755384,-1.503384802,-1.415422981,0.282192163,0.721116802,-0.858764869,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-1.070511843,0.306157752,-0.936755384,-0.319463343,0.482520837,-1.122576523,-1.908482004,-0.858764869,1
1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.532819773,-0.895968736,1.587703842,0.187931569,0.008034882,-0.560669049,0.721116802,-0.858764869,1
1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2.541681613,-0.294905492,-0.936755384,1.033589754,1.431492746,1.406007111,0.721116802,-0.858764869,0
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1.756635656,-0.895968736,-0.936755384,-1.672516439,-0.940937027,1.125053374,-0.593682601,-0.858764869,0
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.572885609,-0.895968736,-0.095268975,-0.48859498,0.008034882,0.5631459,-1.908482004,-0.858764869,0
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2.088724592,-0.294905492,-0.095268975,-1.503384802,-0.940937027,0.5631459,-0.593682601,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-0.712660737,-0.294905492,-0.095268975,0.187931569,0.008034882,-0.279715311,-0.593682601,-0.858764869,1
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-1.532906445,0.907220996,-0.095268975,-1.165121528,-0.466451072,-0.279715311,0.721116802,-0.858764869,0
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,-1.205659881,0.306157752,1.587703842,1.710116303,1.431492746,1.686960848,0.721116802,-0.858764869,0
1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-1.087802785,-0.895968736,0.746217434,0.018799932,-0.466451072,-1.684483997,0.721116802,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.868651527,-0.895968736,-0.936755384,0.526194843,0.957006792,-0.841622786,-0.593682601,-0.858764869,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.890962502,-0.895968736,-0.936755384,0.357063206,1.431492746,1.686960848,-0.593682601,-0.858764869,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.312013414,-0.294905492,-0.936755384,0.526194843,0.008034882,-0.279715311,0.721116802,-0.858764869,0
1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.272626791,-0.895968736,-0.095268975,-2.010779714,-1.889908936,-0.560669049,-0.593682601,-0.858764869,1
1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.103788741,-0.895968736,-0.095268975,-0.48859498,0.482520837,1.686960848,0.721116802,-0.858764869,0
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,-0.609026635,2.109347484,1.587703842,1.033589754,-0.466451072,0.5631459,0.721116802,-0.858764869,1
0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.336102655,-0.294905492,1.587703842,0.357063206,0.482520837,0.5631459,-1.908482004,-0.858764869,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.035872647,0.907220996,-0.095268975,0.357063206,1.431492746,0.001238426,0.721116802,-0.858764869,1
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,-0.36296932,0.907220996,0.746217434,0.69532648,1.431492746,-0.841622786,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,-0.878662778,-0.294905492,-0.936755384,0.018799932,1.431492746,-0.279715311,-1.908482004,-0.858764869,1
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.330645131,1.50828424,0.746217434,0.69532648,0.482520837,0.001238426,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-1.370027756,1.50828424,-0.095268975,-0.150331705,0.008034882,0.001238426,-1.908482004,-0.858764869,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.424908175,2.109347484,-0.095268975,0.864458117,0.482520837,1.686960848,0.721116802,-0.858764869,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1.311368218,-0.895968736,-0.936755384,0.864458117,0.008034882,-1.122576523,-1.908482004,-0.858764869,1
1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-1.967976981,2.109347484,-0.936755384,0.526194843,-0.466451072,0.001238426,0.721116802,-0.858764869,0
1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.442257022,0.306157752,-0.095268975,1.371853028,0.008034882,-1.122576523,-1.908482004,-0.858764869,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.179318621,-0.895968736,0.746217434,1.033589754,0.008034882,1.125053374,0.721116802,-0.858764869,0
0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.617058568,-0.895968736,-0.936755384,0.526194843,0.008034882,-0.841622786,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.402774412,2.109347484,-0.936755384,0.187931569,-0.466451072,0.001238426,0.721116802,-0.858764869,0
1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1.114142915,-0.895968736,-0.095268975,-0.826858254,-1.415422981,-0.279715311,-0.593682601,-0.858764869,1
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.020169223,-0.895968736,-0.936755384,1.033589754,0.957006792,-1.684483997,0.721116802,-0.858764869,0
0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.461468356,-0.294905492,1.587703842,1.710116303,1.431492746,-0.279715311,0.721116802,-0.858764869,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.324679662,2.109347484,-0.936755384,0.69532648,0.482520837,1.406007111,-1.908482004,-0.858764869,0
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-1.042159094,1.50828424,-0.936755384,0.69532648,0.482520837,-1.684483997,0.721116802,-0.858764869,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.867427729,0.306157752,-0.095268975,-0.995989891,-1.415422981,0.001238426,0.721116802,-0.858764869,0
